record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
15755492,superhero,"For each ability_catalog document, inspect the dynamic keys under heroes_by_alignment and keep entries where shape-preserving filter keeps dynamic keys ['bad', 'neutral'] under heroes_by_alignment with context bucketed by power.family, returning up to 25 documents.","Show up to 25 ability_catalog rows where heroes_by_alignment has shape-preserving filter keeps dynamic keys ['bad', 'neutral'] under heroes_by_alignment with context bucketed by power.family.","db.ability_catalog.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$power.family"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""bad"",""neutral""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$heroes_by_alignment"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:b88acd1991a08a599351805ec2941b1c05f9190a16be30531def83f1f9ea7065,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
15782885,debit_card_specializing,"For each fuel_product_payment_timeline document, inspect the dynamic keys under payment_timeline.by_date and keep entries where count documents carrying dynamic key '2012-08-24' under payment_timeline.by_date with context bucketed by market_reach.station_segments_by_segment.Value_for_money.schema_state, returning up to 100 documents.",Show up to 100 fuel_product_payment_timeline rows where payment_timeline.by_date has count documents carrying dynamic key '2012-08-24' under payment_timeline.by_date with context bucketed by market_reach.station_segments_by_segment.Value_for_money.schema_state.,"db.fuel_product_payment_timeline.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$market_reach.station_segments_by_segment.Value_for_money.schema_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$payment_timeline.by_date"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2012-08-24""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:30d6a799c2cf7bc94d9f27cf3aee3f28b61dab3b035f95e624ce2093db7e98c9,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
15793412,european_football_2,"For each league_season_buckets document, inspect the dynamic keys under teams_by_result_bucket and keep entries where dynamic key 'away_win' has teams.score.home at least 1 with context bucketed by season, returning up to 25 documents.",Show up to 25 league_season_buckets rows where teams_by_result_bucket has dynamic key 'away_win' has teams.score.home at least 1 with context bucketed by season.,"db.league_season_buckets.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$season"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$teams_by_result_bucket"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""away_win"",""native_dynamic_entries.v.teams.score.home"":{""$gte"":1}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""teams.score.home"":""$native_dynamic_entries.v.teams.score.home""}},{""$sort"":{""_id"":1,""teams.score.home"":-1}},{""$limit"":25}])",sha256:325c106044c2bfb1549e5e569ff918e3287f5ad74c2e282f445f399fd3394062,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
15821577,codebase_community,"For each tag_topic_ecosystems document, inspect the dynamic keys under threads_by_status_by_year and keep entries where dynamic key is one of ['unanswered_open'] under threads_by_status_by_year with context bucketed by wiki_posts.wiki.post_id around 62619, returning up to 10 documents.",Show up to 10 tag_topic_ecosystems rows where threads_by_status_by_year has dynamic key is one of ['unanswered_open'] under threads_by_status_by_year with context bucketed by wiki_posts.wiki.post_id around 62619.,"db.tag_topic_ecosystems.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$wiki_posts.wiki.post_id"",62619]},""wiki_posts.wiki.post_id>= 62619"",""wiki_posts.wiki.post_id< 62619""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$threads_by_status_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""unanswered_open""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:44197b560e9e4da30d53f6ee4dc47ef4bdc36f31103bd57e25972748ef452503,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
15827514,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have both event_type and event_time with context bucketed by betting_market.bookmakers_by_code.LB.state. Return up to 25 documents.,Keep nested lineups.home.players events have both event_type and event_time with context bucketed by betting_market.bookmakers_by_code.LB.state nested lineups.home.players events for up to 25 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$betting_market.bookmakers_by_code.LB.state"",""missing""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$and"":[{""$ne"":[""$$event.event_type"",null]},{""$ne"":[""$$event.event_time"",null]}]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":25}])",sha256:953c3b0bf84a8a1b64065c99b140f804f51851f8bb367e3741dff7fbd0f257f4,sha256:398d0e6c2d269a31b551835891670096c697382dba72a67dd90d84c5e391ac1a,$addFields>$addFields>$match>$project>$sort>$limit,6,14,11.7
15837121,card_games,"For each set_release_ecosystems document, inspect the dynamic keys under cards_by_rarity and keep entries where at least 4 dynamic keys exist under cards_by_rarity with context bucketed by translations_by_language.Chinese Traditional.translation, returning up to 100 documents.",Show up to 100 set_release_ecosystems rows where cards_by_rarity has at least 4 dynamic keys exist under cards_by_rarity with context bucketed by translations_by_language.Chinese Traditional.translation.,"db.set_release_ecosystems.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$translations_by_language.Chinese Traditional.translation"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$cards_by_rarity"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$cards_by_rarity"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":4}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:36e7506fbb30b309f1925a4f6f29bea11b58657f87aa37ba5c1c078331b56f63,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
15908055,card_games,"For each card_print_dossiers document, inspect the dynamic keys under rulings.by_year and keep entries where shape-preserving filter keeps dynamic keys ['2008', '2016'] under rulings.by_year with context bucketed by gameplay.type_line.oracle, returning up to 25 documents.","Show up to 25 card_print_dossiers rows where rulings.by_year has shape-preserving filter keeps dynamic keys ['2008', '2016'] under rulings.by_year with context bucketed by gameplay.type_line.oracle.","db.card_print_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$gameplay.type_line.oracle"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""2008"",""2016""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$rulings.by_year"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:0837c53e51294da247977fe40240ce2fa496fe7538fea17ddfa7f81a139231a6,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
15920958,debit_card_specializing,"For each fuel_station_market_catalog document, inspect the dynamic keys under transactions_by_date and keep entries where dynamic key '2012-08-24' has payments.customer_id at least 17241 with context bucketed by identity.source_db, returning up to 25 documents.",Show up to 25 fuel_station_market_catalog rows where transactions_by_date has dynamic key '2012-08-24' has payments.customer_id at least 17241 with context bucketed by identity.source_db.,"db.fuel_station_market_catalog.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$identity.source_db"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$transactions_by_date"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2012-08-24"",""native_dynamic_entries.v.payments.customer_id"":{""$gte"":17241}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""payments.customer_id"":""$native_dynamic_entries.v.payments.customer_id""}},{""$sort"":{""_id"":1,""payments.customer_id"":-1}},{""$limit"":25}])",sha256:0cb271854547edb50fd1642643ea0fb1bcd19fb3d9f92daee3731b9cf3223dd0,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
15943783,european_football_2,"For each team_profiles document, inspect the dynamic keys under matches_by_season and keep entries where count dynamic matches_by_season keys whose fixtures.match_id reaches 10975 with context bucketed by team.team_fifa_api_id around 1910, returning up to 50 documents.",Show up to 50 team_profiles rows where matches_by_season has count dynamic matches_by_season keys whose fixtures.match_id reaches 10975 with context bucketed by team.team_fifa_api_id around 1910.,"db.team_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$team.team_fifa_api_id"",1910]},""team.team_fifa_api_id>= 1910"",""team.team_fifa_api_id< 1910""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$matches_by_season"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.fixtures.match_id"",10975]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:658e4f30216863f28723ecb7cd68ee0f4b90d8a37d696a16f8f879520939837e,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
15948285,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.results_by_status and keep entries where count documents carrying dynamic key 'Ignition' under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.1.position_text, returning up to 100 documents.",Show up to 100 race_weekends_v2 rows where sessions.race.results_by_status has count documents carrying dynamic key 'Ignition' under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.1.position_text.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$standings_after.drivers_by_position.1.position_text"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.results_by_status"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""Ignition""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:6cd71a30b6f9e507e9f10fcb563d4bf56c6e7735dd33e7bce2bba2bec7b5ded6,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
15950610,superhero,"For each publisher_universes document, inspect the dynamic keys under query_views.alignment_power_matrix_by_alignment and keep entries where count documents carrying dynamic key 'neutral' under query_views.alignment_power_matrix_by_alignment with context bucketed by schema_state.sample_hero_dossiers, returning up to 100 documents.",Show up to 100 publisher_universes rows where query_views.alignment_power_matrix_by_alignment has count documents carrying dynamic key 'neutral' under query_views.alignment_power_matrix_by_alignment with context bucketed by schema_state.sample_hero_dossiers.,"db.publisher_universes.aggregate([{""$unwind"":""$query_views""},{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$schema_state.sample_hero_dossiers"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$query_views.alignment_power_matrix_by_alignment"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""neutral""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:45111922c6297e79f10b41f0f8d13ad1482c9668a096bc23a4df52479ffd73f1,sha256:14087c56d6051098cb50207c4722b4e0ed48074e83e4bf0fb2878329e6b2e55b,$unwind>$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,9,12,17.75
15965393,codebase_community,"For each community_threads document, inspect the dynamic keys under taxonomy.tags_by_name and keep entries where dynamic key is one of ['sampling'] under taxonomy.tags_by_name with context bucketed by link_graph.accepted_answer_snapshot.answer_id around 2310, returning up to 10 documents.",Show up to 10 community_threads rows where taxonomy.tags_by_name has dynamic key is one of ['sampling'] under taxonomy.tags_by_name with context bucketed by link_graph.accepted_answer_snapshot.answer_id around 2310.,"db.community_threads.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$link_graph.accepted_answer_snapshot.answer_id"",2310]},""link_graph.accepted_answer_snapshot.answer_id>= 2310"",""link_graph.accepted_answer_snapshot.answer_id< 2310""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""sampling""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:d1d665a185bfb749a27dc9bd3796dbef1833152552dc8f491f9ee9fbc2ffca00,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
15984791,toxicology,"For each molecule_graphs document, inspect the dynamic keys under chemistry.elements_by_symbol and keep entries where count documents carrying dynamic key 'n' under chemistry.elements_by_symbol with context bucketed by assay.supplemental_panel.presence_state, returning up to 100 documents.",Show up to 100 molecule_graphs rows where chemistry.elements_by_symbol has count documents carrying dynamic key 'n' under chemistry.elements_by_symbol with context bucketed by assay.supplemental_panel.presence_state.,"db.molecule_graphs.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$assay.supplemental_panel.presence_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""n""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:9f6a118b529df28ad230850e982661cd048d7eea2e3637c15ad694aba3df769e,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
15993962,european_football_2,"For each team_profiles document, inspect the dynamic keys under matches_by_season and keep entries where dynamic key '2008/2009' is present under matches_by_season with context bucketed by team.team_api_id around 8348, returning up to 10 documents.",Show up to 10 team_profiles rows where matches_by_season has dynamic key '2008/2009' is present under matches_by_season with context bucketed by team.team_api_id around 8348.,"db.team_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$team.team_api_id"",8348]},""team.team_api_id>= 8348"",""team.team_api_id< 8348""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$matches_by_season"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2008/2009""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:92f18014a92f927f836c015b928e269568654de475a7f130a9f03a81e371c7a7,sha256:672b7c00a08e83d7ddbd17ea64485af845d74be6e6cb18c77afeb101604250b6,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,10,12.55
16032289,card_games,"For each card_print_dossiers document, inspect the dynamic keys under rulings.by_year and keep entries where at least 4 dynamic keys exist under rulings.by_year with context bucketed by print_features.flags_by_name.has_nonfoil.state, returning up to 100 documents.",Show up to 100 card_print_dossiers rows where rulings.by_year has at least 4 dynamic keys exist under rulings.by_year with context bucketed by print_features.flags_by_name.has_nonfoil.state.,"db.card_print_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$print_features.flags_by_name.has_nonfoil.state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$rulings.by_year"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$rulings.by_year"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":4}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:6a9b0318c7a480a6e4cc1d36d52dc7f560ed4395b0dbdcd91daa14c7f662b0f8,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
16037461,thrombosis_prediction,"For each diagnosis_risk_panels document, inspect the dynamic keys under patients_by_risk_group and keep entries where at least 4 dynamic keys exist under patients_by_risk_group with context bucketed by panel_state.presence_state, returning up to 100 documents.",Show up to 100 diagnosis_risk_panels rows where patients_by_risk_group has at least 4 dynamic keys exist under patients_by_risk_group with context bucketed by panel_state.presence_state.,"db.diagnosis_risk_panels.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$panel_state.presence_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$patients_by_risk_group"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$patients_by_risk_group"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":4}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:f4f7292de71f9221040166e1b6199ed3a3a3db996ef165c89b357c947fc5273a,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
16038777,financial,"For each district_market_contexts document, inspect the dynamic keys under accounts_by_frequency and keep entries where count documents carrying dynamic key 'POPLATEK_PO_OBRATU' under accounts_by_frequency with context bucketed by district.crime.current.value around 2122, returning up to 50 documents.",Show up to 50 district_market_contexts rows where accounts_by_frequency has count documents carrying dynamic key 'POPLATEK_PO_OBRATU' under accounts_by_frequency with context bucketed by district.crime.current.value around 2122.,"db.district_market_contexts.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$district.crime.current.value"",2122]},""district.crime.current.value>= 2122"",""district.crime.current.value< 2122""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$accounts_by_frequency"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""POPLATEK_PO_OBRATU""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":50}])",sha256:0f43f15673de8dfe27be5a3ae8f059242f6deebc3d3f8b9dea1c70734f0ce764,sha256:5470228598bcc46c08734b06a0d8eed80df592a147ef9d42e7d909aef8cf85b6,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,14,16.2
16049029,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have slot at least 6 with context bucketed by teams.away.team_api_id around 8526. Return up to 10 documents.,Keep nested lineups.home.players events have slot at least 6 with context bucketed by teams.away.team_api_id around 8526 nested lineups.home.players events for up to 10 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$teams.away.team_api_id"",8526]},""teams.away.team_api_id>= 8526"",""teams.away.team_api_id< 8526""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$gte"":[""$$event.slot"",6]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":10}])",sha256:4ddbc167f8ba557bcf559858d861624a04b3aef25fdd00c19fef791e1eb57e63,sha256:ee33fe3ebd9417110535c0b92f27c2a12e780592bac10a0e138bb52af35ca7dd,$addFields>$addFields>$match>$project>$sort>$limit,6,12,11.0
16053650,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.laps_by_number and keep entries where count dynamic sessions.race.laps_by_number keys whose running_order.driver.driver_id reaches 14 with context bucketed by standings_after.drivers_by_position.3.driver.driver_id around 22, returning up to 50 documents.",Show up to 50 race_weekends_v2 rows where sessions.race.laps_by_number has count dynamic sessions.race.laps_by_number keys whose running_order.driver.driver_id reaches 14 with context bucketed by standings_after.drivers_by_position.3.driver.driver_id around 22.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$standings_after.drivers_by_position.3.driver.driver_id"",22]},""standings_after.drivers_by_position.3.driver.driver_id>= 22"",""standings_after.drivers_by_position.3.driver.driver_id< 22""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.laps_by_number"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.running_order.driver.driver_id"",14]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:dd9b950305898ba0596d58947b6cab8ecb317a39cfd4e066fb3232a5a4af0bfd,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
16071401,debit_card_specializing,"For each fuel_station_market_catalog document, inspect the dynamic keys under transactions_by_date and keep entries where dynamic key '2012-08-25' is present under transactions_by_date with context bucketed by product_mix_by_category.potraviny.gross_total around 0.0, returning up to 10 documents.",Show up to 10 fuel_station_market_catalog rows where transactions_by_date has dynamic key '2012-08-25' is present under transactions_by_date with context bucketed by product_mix_by_category.potraviny.gross_total around 0.0.,"db.fuel_station_market_catalog.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$product_mix_by_category.potraviny.gross_total"",0.0]},""product_mix_by_category.potraviny.gross_total>= 0.0"",""product_mix_by_category.potraviny.gross_total< 0.0""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$transactions_by_date"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2012-08-25""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:7453f504b96989e5c05cf8463bc6289421dba0ecd2ee88b4a6f55f6c7089c913,sha256:672b7c00a08e83d7ddbd17ea64485af845d74be6e6cb18c77afeb101604250b6,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,10,12.55
